07891000244920,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE POLPA DE MORANGO CHAMYTO 360G,iogurtes e sobremesas
07891000110874,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA UHT ZERO LACTOSE NESCAU 200G,bebidas lácteas
07891000261002,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MAÇA E BANANA NINHO 850G,iogurtes e sobremesas
07891000261002,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MAÇA E BANANA NINHO 850G,bebidas lácteas
07891000241295,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NESTLE PASSATEMPO REC MORANGO 140G,"bolos, biscoitos e bolachas"
07891000097649,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE INFANTIL NAN COMFOR 3 COM FERRO PARA LACTENES NESTLÉ 800G,leite
07891000244265,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MORANGO NESTLE 170G,iogurtes e sobremesas
07891000244265,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MORANGO NESTLE 170G,bebidas lácteas
07891000098844,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CLASSIC DIET CHOCOLATE 25G NESTLE,bomboniere
07891000260500,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAFE NESCAFE SOLUVEL MATINAL VIDRO 230G,cafés e chás
07891000241417,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO VITAMINA DE FRUTA NESTLE 900G,iogurtes e sobremesas
07891000241417,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO VITAMINA DE FRUTA NESTLE 900G,bebidas lácteas
07891000243190,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CRUNCH CHOCOLATE 4 14X97G BR,bomboniere
07891000076415,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAFE CAPPUCCINO NESTLE NESCAFE CHOCOLATE LATA 200G,cafés e chás
07891000077962,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO DOCE WAFER NESTLE NEGRESCO CHOCOLATE SACHE 110G,"bolos, biscoitos e bolachas"
07891000023167,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,ACHOCOLATADO PRONTO NESCAU LIGHT 200ML,bebidas lácteas
07891000094716,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BOLO CHOCOTTONE RECHEADO ALPINO CHOCOLATE CAIXA 500G,iogurtes e sobremesas
07891000156209,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,MOCA DOCEIRA CHOCOLATE CREMOSO 380G,doces e sobremesas
07891000065440,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE CONDENSADO MO A TP 395G,doces e sobremesas
07891000106754,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE DESNATADO MOLICO ZERO LACTOSE 1L,bebidas lácteas
07891000247648,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,COOKIE CHOCOLATE GOTAS DE CHOCOLATE NESTLE 60G,"bolos, biscoitos e bolachas"
00000078936089,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,SOBREMESA CHANDELLE NESTLE 180G CHOCOLATE BRANC,iogurtes e sobremesas
07891000259290,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC NESFIT CHIA MANJERICAO 84GR,"bolos, biscoitos e bolachas"
07891000249499,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE NINHO INTEGRAL L400P360 10 GRATIS,leite
07891000243244,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCOLATE TABLETE DIPLOMATA NESTLE 99G,bomboniere
07891000051474,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,ACHOCOLATADO EM PO NESCAU LIGHT 400GR,solúveis matinais
07891000249871,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,TEMPERO CALDO MAGGI COSTELA 57G,temperos e condimentos
07891000104385,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHAMBINHO NESTLE SUISSE MOR 80G,iogurtes e sobremesas
07891000260203,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,YOGURTE NESTLE GREGO TORTA DE MORANGO 90G,iogurtes e sobremesas
07891000244623,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAPSULA NESCAFE D GUSTO AU LAIT 30UN,cafés e chás
07891000244623,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAFE NESCAFE D GUSTO C30 AU LAIT 300,cafés e chás
07891000243060,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCOLATE TABLETE CLASSIC DARK NESTLE 100G,bomboniere
07891000249239,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCOLATE NESTLE KITKAT BRANCO 41.5G,bomboniere
07891000260180,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA POLPA DE MORANGO NESTLE 540G COM 6 UNIDADES,iogurtes e sobremesas
07891000067048,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA ALPINO CHOCOLATE PLASTICO 280ML,iogurtes e sobremesas
07891000067048,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA ALPINO CHOCOLATE PLASTICO 280ML,bebidas lácteas
07891000243152,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BARRA DE CHOCOLATE NESTLE GALAK 100G,bomboniere
07891000103104,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,TEMP MAGGI FRANGO ASSAD TOQ AZ,temperos e condimentos
07891000014486,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LÁCTEA FERMENTADA COM IOGURTE DESNATADO E POLPA DE MORANGO MOLICO 170G,iogurtes e sobremesas
07891000014486,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LÁCTEA FERMENTADA COM IOGURTE DESNATADO E POLPA DE MORANGO MOLICO 170G,bebidas lácteas
07891000919705,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO INTEGRAL - NESTLE NESFIT - LEITE E MEL - 200G,"bolos, biscoitos e bolachas"
07891000089231,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO DOCE C/ RECHEIO PRESTIGIO CHOCOLATE PLASTICO 140G,"bolos, biscoitos e bolachas"
07891000041178,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOG NESTLE B LACTEA POLPA MORANGO 540G,iogurtes e sobremesas
07891000041178,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOG NESTLE B LACTEA POLPA MORANGO 540G,bebidas lácteas
07891000114094,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE POLPA DE MORANGO ZERO LACTOSE NESTLE 360G,iogurtes e sobremesas
07891000114094,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE POLPA DE MORANGO ZERO LACTOSE NESTLE 360G,bebidas lácteas
07891000811504,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,MACARRAO INSTANTANEO MAGGI GALINHA CAIPIRA 85G,cervejas
07891000811504,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,MACARRAO INSTANTANEO MAGGI GALINHA CAIPIRA 85G,massas e molhos
07891000254608,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE POLPA MAMAO E BANANA NESTON BANDEJA 540G,iogurtes e sobremesas
07891000260388,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NESCAFE ORIGINAL EXTRA FORTE VIDRO 230GR,cafés e chás
07891000072950,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE NATURAL INTEGRAL NESTLE COPO 170G,iogurtes e sobremesas
07891000100233,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO DOCE NESTLE NESFIT COCO SACHE 200G,"bolos, biscoitos e bolachas"
07891000089798,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO SABOR CACAU E CEREAIS NESFIT 200G,"bolos, biscoitos e bolachas"
07891000079515,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE INFANTIL NAN COMFOR 2 COM FERRO PARA LACTENES NESTLÉ 800G,leite
07891000582305,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CANJAO MAGGI GALINHA/ARROZ/LEGUMES 200G,massas e molhos
07891000582305,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CANJAO MAGGI 200G GALINHA ARROZ LEGUMES,massas e molhos
07891000260937,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOC NESTLE ALPINO GIANDUIA 100 G,bomboniere
07891000255346,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC GAROTO COOKIE GOTA CHOC 60G,"bolos, biscoitos e bolachas"
07891000061190,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,ACHOCOLATADO EM PO NESCAU 2.0 ACTIGEN-E 200G,solúveis matinais
07891000120033,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO NESTLE NESF BANA.AVEIA.CAN 88GR,"bolos, biscoitos e bolachas"
07891000250525,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE GREGO TRADICIONAL + MORANGO NESTLE 600G COM 6 UNIDADES,iogurtes e sobremesas
07891000110430,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE PETIT SUISSE NESTLE CHOCOLATE BANDEJA 320G,iogurtes e sobremesas
07891000266540,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NESTLE MIO TAB LEITE RECHEIO LARANJA 99G,bomboniere
07891000256152,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCOLATE TABLETE NESTLE PRESTIGIO LEITE 114G,bomboniere
07891000255322,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO GAROTOE RECH CHOC BRANCO 130G,"bolos, biscoitos e bolachas"
07891000306703,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAFE SOLUVEL NESTLE NESCAFE VIDRO 50G,cafés e chás
07891000070765,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE EM PO INTEGRAL FORTIFICADO NESTLE NINHO SACHE 800G,leite
07891000067178,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,ACHOCOLATADO EM PO NESTLE NESCAU 2.0 SACHET 800G,solúveis matinais
07891000104613,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE GREGO LIGHT MARACUJÁ NESTLE 360G COM 4 UNIDADES,iogurtes e sobremesas
07891000077740,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,C102 REGATA EST AZUL P,bebidas lácteas
07891000241356,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO RECHEADO CHOCOLATE PASSATEMPO NESTLE 130G,"bolos, biscoitos e bolachas"
07891000027974,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE FERMENTADO TRADICIONAL CHAMYTO BIG 720G,bebidas lácteas
07891000027974,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE FERMENTADO TRADICIONAL CHAMYTO BIG 720G,iogurtes e sobremesas
07891000102299,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,TEMPERO MAGGI FRANGO ASSADO BASE 25G ERV,temperos e condimentos
07891000107720,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CRUNCH 22 5G CRUNCH NESTLE 22 5G,bomboniere
07891000062760,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE PO NESTOGENO 2 800G FORM INFANTIL,leite
07891000118818,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC NESTLE NESFIT 200 G BANANAAVEIACANELA,"bolos, biscoitos e bolachas"
07891000530603,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,SOPA CREME MAGGI CEBOLA SACHE 68G,massas e molhos
07891000071625,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE INFANTIL NAN COMFORT 1 NESTLE 800G,leite
07891000259313,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO INT NESFIT 84G LINHACA AZEITONA,"bolos, biscoitos e bolachas"
07891000104101,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,MODIFICADOR DE LEITE PO NESTLE NESQUIK MORANGO LATA 380G,solúveis matinais
07891000247624,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,COOKIE CHOCOLATE NEGRESCO GOTAS DE BAUNILHA NESTLE 60G,"bolos, biscoitos e bolachas"
07891000254622,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE GREGO FRUTAS VERMEHLAS NESTLE 90G,iogurtes e sobremesas
07891000241448,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO VITAMINA DE FRUTAS NESTLE 170G,iogurtes e sobremesas
07891000260166,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA MORANGO COM CEREAIS CHOCOLATE CHAMYTO 130G,iogurtes e sobremesas
07891000248829,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,WAFER KIT KAT COBERTURA CHOCOLATE DARK 4,bomboniere
07891000544600,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,SOPA MAGGI GALINHA CONCH 63G FEDELINI,massas e molhos
07891000253564,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CALDO NESTLE MAGGI CARNE C MENOS SODIO 57G,conservas e enlatados
07891000109908,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,01031000 LEITE NINHO NESTLE ZERO LACTOZE 380G,leite
07891000266588,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCO NESTLE MIO LEITE E FRUTAS GOIABA 99G,bomboniere
07891000251638,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE EM PO ZERO LACTOSE MOLICO LATA 260G,leite
07891000251638,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE EM PO MOLICO ZERO LACTOSE 260G COMP,leite
07891000103814,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE BATIDO NINHO PLASTICO 900G,iogurtes e sobremesas
07891000068458,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO INTEGRAL NESFIT NESTLE 126G,"bolos, biscoitos e bolachas"
07891000076217,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE NINHO LEVINHO SEMI DESNATADO NESTLÉ 1L,leite
07891000241776,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE CONDENSADO COLHER MOCA 395G,doces e sobremesas
07891000340004,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE BI CAMADA MORANGO COM GELEIA NESTLE 150G,iogurtes e sobremesas
07891000255797,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,COOKIE GOTAS DE CHOCOLATE BRANCO 60G GAROTO,"bolos, biscoitos e bolachas"
07891000018774,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO DOCE C/ RECHEIO BONO MORANGO SACHE 140G,"bolos, biscoitos e bolachas"
07891000261712,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NESTLE CAIXA BOMBONS ED ESPECIAL 600GR,bomboniere
07891000244234,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHOCOLATE TABLETE ALPINO NEVADO NESTLE 100G,bomboniere
07891000104965,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CEREAL BARRA NESTLE NESFIT AVELA|CHOCOLATE CAIXA 20G3UN,"bolos, biscoitos e bolachas"
07891000105016,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CEREAL BARRA NESFIT 060 G BANANA/AVEIA/MEL,"bolos, biscoitos e bolachas"
07891000105016,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,B DE CEREAIS NESFIT BANANA AVEIA E MEL 60G,"bolos, biscoitos e bolachas"
07891000060407,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISCOITO SALGADO SEM RECHEIO NESTLE NESFIT SACHE 170,"bolos, biscoitos e bolachas"
07891000077610,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA NINHO MORANGO BANANA COM 3 3UN,bebidas lácteas
07891000087817,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NUTREN KIDS SUPLEMENTO ALIMENTAR CHOCOLATE 350G,solúveis matinais
07891000087817,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NUTREN KIDS SUPLEMENTO ALIMENTAR CHOCOLATE 350G,leite
07891000261200,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEB LACTEA NESCAU SHAKE UHT CHOCOLATE 270ML,bebidas lácteas
07891000027936,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAMISETA MC PV SONHO MAGICO BASICA BRANCO 4,bebidas lácteas
07891000084649,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,REQUEIJAO - TRADICIONAL - NESTLE - 200G,"manteigas, patês e requeijão"
07891000101520,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,LEITE EM PO DESNATADO NESTLE MOLICO SACHE 500G,leite
07891000241615,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE GREGO MORANGO LIGHT NESTLE 360G,iogurtes e sobremesas
07891000257265,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NESTLE BISC RECH BONO CHOCOLATE 40G,"bolos, biscoitos e bolachas"
07891000079393,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,NAN A. R. LEITE INFANTIL PO ANTIREGURGITANTE 800G,leite
07891000243930,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CÁPSULA DE CAFÉ NESCAFÉ DOLCE GUSTO CHOCOCINO 169G C/10,cafés e chás
07891000109861,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC. NESTLE NESFIT CACAU/CEREAIS 120G,"bolos, biscoitos e bolachas"
07891000251904,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,1700600 18069000 ACHOC NESCAU 3 0760F,solúveis matinais
07891000244449,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LÍQUIDO SABOR MORANGO NESTLÉ 125G,bebidas lácteas
07891000244449,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LÍQUIDO SABOR MORANGO NESTLÉ 125G,iogurtes e sobremesas
07891000155806,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,1704600 19019090 MOCA BRIGADEIRO 385 G,doces e sobremesas
07891000006290,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CAFE SOLUVEL NESTLE NESCAFE SACHE 330G,cafés e chás
07891000244425,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MORANGO NESTLE 900G,iogurtes e sobremesas
07891000244425,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE LIQUIDO MORANGO NESTLE 900G,bebidas lácteas
07891000103876,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA MORANGO NINHO NESTLÉ 170G,iogurtes e sobremesas
07891000103876,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA MORANGO NINHO NESTLÉ 170G,bebidas lácteas
07891000104651,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,IOGURTE GREGO NESTLE ABACAXI PLASTICO 400G,iogurtes e sobremesas
07891000113448,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BEBIDA LACTEA CITRUS CHAMYTO 480G,iogurtes e sobremesas
07891000113448,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,CHAMYTO BLACTEA CITRUS NESTLE 80G,iogurtes e sobremesas
07891000049891,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,"SOPAO GALINHA CAIPIRA C.TRIB.31,45%",massas e molhos
07891000118610,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC NESTLE 200G NESFIT LARANJA CENOURA,"bolos, biscoitos e bolachas"
07891000256008,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC SALG S GLU INT NESFIT GERGELIM 30G,"bolos, biscoitos e bolachas"
07891000256008,60409075000152,NESTLE BRASIL LTDA.,SAO PAULO,SP,BISC NESFIT SEM GLUTEN MIX GERGELIM 30G,"bolos, biscoitos e bolachas"
